ftitle,fsubtitle,btitle,bsubtitle,audio
"inversion,upside down",,逆様,(さかさま),[sound:逆様.wav]
捜す,(さがす),"to search,to seek,to look for",,[sound:捜す.wav]
"to search,to seek,to look for",,捜す,(さがす),[sound:捜す.wav]
遡る,(さかのぼる),"to go back,to go upstream,to make retroactive",,[sound:遡る.wav]
"to go back,to go upstream,to make retroactive",,遡る,(さかのぼる),[sound:遡る.wav]
酒場,(さかば),"bar,bar-room",,[sound:酒場.wav]
"bar,bar-room",,酒場,(さかば),[sound:酒場.wav]
さきおととい,,two days before yesterday,,[sound:さきおととい.wav]
two days before yesterday,,さきおととい,,[sound:さきおととい.wav]
先程,(さきほど),some time ago,,[sound:先程.wav]
some time ago,,先程,(さきほど),[sound:先程.wav]
裂く,(さく),"to tear,to split",,[sound:裂く.wav]
"to tear,to split",,裂く,(さく),[sound:裂く.wav]
索引,(さくいん),"index,indices",,[sound:索引.wav]
"index,indices",,索引,(さくいん),[sound:索引.wav]
作者,(さくしゃ),"author,authoress",,[sound:作者.wav]
"author,authoress",,作者,(さくしゃ),[sound:作者.wav]
削除,(さくじょ),"elimination,cancellation,deletion,erasure",,[sound:削除.wav]
"elimination,cancellation,deletion,erasure",,削除,(さくじょ),[sound:削除.wav]
作成,(さくせい),"frame,draw up,make,producing",,[sound:作成.wav]
"frame,draw up,make,producing",,作成,(さくせい),[sound:作成.wav]
作製,(さくせい),manufacture,,[sound:作製.wav]
manufacture,,作製,(さくせい),[sound:作製.wav]
探る,(さぐる),"to search,to look for,to sound out",,[sound:探る.wav]
"to search,to look for,to sound out",,探る,(さぐる),[sound:探る.wav]
囁く,(ささやく),"to whisper,to murmur",,[sound:囁く.wav]
"to whisper,to murmur",,囁く,(ささやく),[sound:囁く.wav]
刺さる,(ささる),"to stick,to be stuck",,[sound:刺さる.wav]
"to stick,to be stuck",,刺さる,(ささる),[sound:刺さる.wav]
匙,(さじ),spoon,,[sound:匙.wav]
spoon,,匙,(さじ),[sound:匙.wav]
座敷,(ざしき),tatami room,,[sound:座敷.wav]
tatami room,,座敷,(ざしき),[sound:座敷.wav]
差し支え,(さしつかえ),"hindrance,impediment",,[sound:差し支え.wav]
"hindrance,impediment",,差し支え,(さしつかえ),[sound:差し支え.wav]
差し引き,(さしひき),"deduction,subtraction,balance,ebb and flow,rise and fall",,[sound:差し引き.wav]
"deduction,subtraction,balance,ebb and flow,rise and fall",,差し引き,(さしひき),[sound:差し引き.wav]
刺身,(さしみ),sliced raw fish,,[sound:刺身.wav]
sliced raw fish,,刺身,(さしみ),[sound:刺身.wav]
刺す,(さす),"to pierce,to stab,to prick,to thrust",,[sound:刺す.wav]
"to pierce,to stab,to prick,to thrust",,刺す,(さす),[sound:刺す.wav]
挿す,(さす),"to insert,to put in,to graft,to wear in belt",,[sound:挿す.wav]
"to insert,to put in,to graft,to wear in belt",,挿す,(さす),[sound:挿す.wav]
注す,(さす),"to pour (drink),to serve (drinks)",,[sound:注す.wav]
"to pour (drink),to serve (drinks)",,注す,(さす),[sound:注す.wav]
射す,(さす),"to shine,to strike",,[sound:射す.wav]
"to shine,to strike",,射す,(さす),[sound:射す.wav]
流石,(さすが),"clever,adept,good,expectations,as one would expect",,[sound:流石.wav]
"clever,adept,good,expectations,as one would expect",,流石,(さすが),[sound:流石.wav]
撮影,(さつえい),photographing,,[sound:撮影.wav]
photographing,,撮影,(さつえい),[sound:撮影.wav]
雑音,(ざつおん),"noise (jarring, grating)",,[sound:雑音.wav]
"noise (jarring, grating)",,雑音,(ざつおん),[sound:雑音.wav]
さっさと,,quickly,,[sound:さっさと.wav]
quickly,,さっさと,,[sound:さっさと.wav]
早速,(さっそく),"at once,immediately,without delay,promptly",,[sound:早速.wav]
"at once,immediately,without delay,promptly",,早速,(さっそく),[sound:早速.wav]
錆,(さび),rust (colour),,[sound:錆.wav]
rust (colour),,錆,(さび),[sound:錆.wav]
錆びる,(さびる),"to rust,to become rusty",,[sound:錆びる.wav]
"to rust,to become rusty",,錆びる,(さびる),[sound:錆びる.wav]
座布団,(ざぶとん),cushion (Japanese),,[sound:座布団.wav]
cushion (Japanese),,座布団,(ざぶとん),[sound:座布団.wav]
冷ます,(さます),"to cool,to dampen,to let cool",,[sound:冷ます.wav]
"to cool,to dampen,to let cool",,冷ます,(さます),[sound:冷ます.wav]
妨げる,(さまたげる),"to disturb,to prevent",,[sound:妨げる.wav]
"to disturb,to prevent",,妨げる,(さまたげる),[sound:妨げる.wav]
冷める,(さめる),"to become cool,to wear off,to abate,to subside",,[sound:冷める.wav]
"to become cool,to wear off,to abate,to subside",,冷める,(さめる),[sound:冷める.wav]
さようなら,,good-bye,,[sound:さようなら.wav]
good-bye,,さようなら,,[sound:さようなら.wav]
再来月,(さらいげつ),month after next,,[sound:再来月.wav]
month after next,,再来月,(さらいげつ),[sound:再来月.wav]
再来週,(さらいしゅう),week after next,,[sound:再来週.wav]
week after next,,再来週,(さらいしゅう),[sound:再来週.wav]
再来年,(さらいねん),year after next,,[sound:再来年.wav]
year after next,,再来年,(さらいねん),[sound:再来年.wav]
サラリーマン,,"salary man,company employee",,[sound:サラリーマン.wav]
"salary man,company employee",,サラリーマン,,[sound:サラリーマン.wav]
騒がしい,(さわがしい),noisy,,[sound:騒がしい.wav]
noisy,,騒がしい,(さわがしい),[sound:騒がしい.wav]
さわやか,,"fresh,refreshing,invigorating",,[sound:さわやか.wav]
"fresh,refreshing,invigorating",,さわやか,,[sound:さわやか.wav]
三角,(さんかく),"triangle,triangular",,[sound:三角.wav]
"triangle,triangular",,三角,(さんかく),[sound:三角.wav]
算数,(さんすう),arithmetic,,[sound:算数.wav]
arithmetic,,算数,(さんすう),[sound:算数.wav]
酸性,(さんせい),acidity,,[sound:酸性.wav]
acidity,,酸性,(さんせい),[sound:酸性.wav]
産地,(さんち),producing area,,[sound:産地.wav]
producing area,,産地,(さんち),[sound:産地.wav]
サンプル,,sample,,[sound:サンプル.wav]
sample,,サンプル,,[sound:サンプル.wav]
山林,(さんりん),"mountain forest,mountains and forest",,[sound:山林.wav]
"mountain forest,mountains and forest",,山林,(さんりん),[sound:山林.wav]
仕上がる,(しあがる),to be finished,,[sound:仕上がる.wav]
to be finished,,仕上がる,(しあがる),[sound:仕上がる.wav]
しあさって,,two days after tomorrow,,[sound:しあさって.wav]
two days after tomorrow,,しあさって,,[sound:しあさって.wav]
シーズン,,season (sporting),,[sound:シーズン.wav]
season (sporting),,シーズン,,[sound:シーズン.wav]
シーツ,,sheet,,[sound:シーツ.wav]
sheet,,シーツ,,[sound:シーツ.wav]
寺院,(じいん),temple,,[sound:寺院.wav]
temple,,寺院,(じいん),[sound:寺院.wav]
しいん,,"silent (as the grave),(deathly) quiet",,[sound:しいん.wav]
"silent (as the grave),(deathly) quiet",,しいん,,[sound:しいん.wav]
自衛,(じえい),self-defense,,[sound:自衛.wav]
self-defense,,自衛,(じえい),[sound:自衛.wav]
塩辛い,(しおからい),salty (taste),,[sound:塩辛い.wav]
salty (taste),,塩辛い,(しおからい),[sound:塩辛い.wav]
司会,(しかい),chairmanship,,[sound:司会.wav]
chairmanship,,司会,(しかい),[sound:司会.wav]
四角,(しかく),square,,[sound:四角.wav]
square,,四角,(しかく),[sound:四角.wav]
四角い,(しかくい),square,,[sound:四角い.wav]
square,,四角い,(しかくい),[sound:四角い.wav]
時間割,(じかんわり),"timetable,schedule",,[sound:時間割.wav]
"timetable,schedule",,時間割,(じかんわり),[sound:時間割.wav]
四季,(しき),four seasons,,[sound:四季.wav]
four seasons,,四季,(しき),[sound:四季.wav]
敷地,(しきち),site,,[sound:敷地.wav]
site,,敷地,(しきち),[sound:敷地.wav]
至急,(しきゅう),"urgent,pressing",,[sound:至急.wav]
"urgent,pressing",,至急,(しきゅう),[sound:至急.wav]
敷く,(しく),"to spread out,to lay out",,[sound:敷く.wav]
"to spread out,to lay out",,敷く,(しく),[sound:敷く.wav]
茂る,(しげる),"to grow thick,to luxuriate,to be luxurious",,[sound:茂る.wav]
"to grow thick,to luxuriate,to be luxurious",,茂る,(しげる),[sound:茂る.wav]
持参,(じさん),"bringing,taking,carrying",,[sound:持参.wav]
"bringing,taking,carrying",,持参,(じさん),[sound:持参.wav]
磁石,(じしゃく),magnet,,[sound:磁石.wav]
magnet,,磁石,(じしゃく),[sound:磁石.wav]
四捨五入,(ししゃごにゅう),rounding up (fractions),,[sound:四捨五入.wav]
rounding up (fractions),,四捨五入,(ししゃごにゅう),[sound:四捨五入.wav]
始終,(しじゅう),"continuously,from beginning to end",,[sound:始終.wav]
"continuously,from beginning to end",,始終,(しじゅう),[sound:始終.wav]
自習,(じしゅう),self-study,,[sound:自習.wav]
self-study,,自習,(じしゅう),[sound:自習.wav]
静まる,(しずまる),"to quieten down,to calm down,to subside",,[sound:静まる.wav]
"to quieten down,to calm down,to subside",,静まる,(しずまる),[sound:静まる.wav]
姿勢,(しせい),"attitude,posture",,[sound:姿勢.wav]
"attitude,posture",,姿勢,(しせい),[sound:姿勢.wav]
自然科学,(しぜんかがく),natural science,,[sound:自然科学.wav]
natural science,,自然科学,(しぜんかがく),[sound:自然科学.wav]
時速,(じそく),speed (per hour),,[sound:時速.wav]
speed (per hour),,時速,(じそく),[sound:時速.wav]
子孫,(しそん),"descendants,posterity,offspring",,[sound:子孫.wav]
"descendants,posterity,offspring",,子孫,(しそん),[sound:子孫.wav]
死体,(したい),corpse,,[sound:死体.wav]
corpse,,死体,(したい),[sound:死体.wav]
下書き,(したがき),"rough copy,draft",,[sound:下書き.wav]
"rough copy,draft",,下書き,(したがき),[sound:下書き.wav]
下町,(したまち),"Shitamachi,lower parts of town",,[sound:下町.wav]
"Shitamachi,lower parts of town",,下町,(したまち),[sound:下町.wav]
自治,(じち),"self-government,autonomy",,[sound:自治.wav]
"self-government,autonomy",,自治,(じち),[sound:自治.wav]
実感,(じっかん),"feelings (actual, true)",,[sound:実感.wav]
"feelings (actual, true)",,実感,(じっかん),[sound:実感.wav]
湿気,(しっけ),"moisture,humidity,dampness",,[sound:湿気.wav]
"moisture,humidity,dampness",,湿気,(しっけ),[sound:湿気.wav]
湿気,(しっき),"moisture,humidity,dampness",,[sound:湿気.wav]
"moisture,humidity,dampness",,湿気,(しっき),[sound:湿気.wav]
しつこい,,"insistent,obstinate",,[sound:しつこい.wav]
"insistent,obstinate",,しつこい,,[sound:しつこい.wav]
実習,(じっしゅう),"practice,training",,[sound:実習.wav]
"practice,training",,実習,(じっしゅう),[sound:実習.wav]
実績,(じっせき),"achievements,actual results",,[sound:実績.wav]
"achievements,actual results",,実績,(じっせき),[sound:実績.wav]
湿度,(しつど),level of humidity,,[sound:湿度.wav]
level of humidity,,湿度,(しつど),[sound:湿度.wav]
執筆,(しっぴつ),writing,,[sound:執筆.wav]
writing,,執筆,(しっぴつ),[sound:執筆.wav]
実物,(じつぶつ),"real thing,original",,[sound:実物.wav]
"real thing,original",,実物,(じつぶつ),[sound:実物.wav]
しっぽ,,tail (animal),,[sound:しっぽ.wav]
tail (animal),,しっぽ,,[sound:しっぽ.wav]
実用,(じつよう),"practical use,utility",,[sound:実用.wav]
"practical use,utility",,実用,(じつよう),[sound:実用.wav]
実力,(じつりょく),"merit,efficiency,arms,force",,[sound:実力.wav]
"merit,efficiency,arms,force",,実力,(じつりょく),[sound:実力.wav]
実例,(じつれい),"example,illustration",,[sound:実例.wav]
"example,illustration",,実例,(じつれい),[sound:実例.wav]
失恋,(しつれん),"disappointed love,broken heart,unrequited love,be lovelorn",,[sound:失恋.wav]
"disappointed love,broken heart,unrequited love,be lovelorn",,失恋,(しつれん),[sound:失恋.wav]
指定,(してい),"designation,specification,assignment,pointing at",,[sound:指定.wav]
"designation,specification,assignment,pointing at",,指定,(してい),[sound:指定.wav]
私鉄,(してつ),private railway,,[sound:私鉄.wav]
private railway,,私鉄,(してつ),[sound:私鉄.wav]
児童,(じどう),"children,juvenile",,[sound:児童.wav]
"children,juvenile",,児童,(じどう),[sound:児童.wav]
縛る,(しばる),"to tie,to bind",,[sound:縛る.wav]
"to tie,to bind",,縛る,(しばる),[sound:縛る.wav]
地盤,(じばん),(the) ground,,[sound:地盤.wav]
(the) ground,,地盤,(じばん),[sound:地盤.wav]
しびれる,,"to become numb,to go to sleep (i.e., a limb)",,[sound:しびれる.wav]
"to become numb,to go to sleep (i.e., a limb)",,しびれる,,[sound:しびれる.wav]
紙幣,(しへい),"paper money,notes,bills",,[sound:紙幣.wav]
"paper money,notes,bills",,紙幣,(しへい),[sound:紙幣.wav]
しぼむ,,"to wither,to fade (away),to shrivel,to wilt",,[sound:しぼむ.wav]
"to wither,to fade (away),to shrivel,to wilt",,しぼむ,,[sound:しぼむ.wav]
絞る,(しぼる),"to press,to wring,to squeeze",,[sound:絞る.wav]
"to press,to wring,to squeeze",,絞る,(しぼる),[sound:絞る.wav]
縞,(しま),stripe,,[sound:縞.wav]
stripe,,縞,(しま),[sound:縞.wav]
地味,(じみ),"plain,simple",,[sound:地味.wav]
"plain,simple",,地味,(じみ),[sound:地味.wav]
しみじみ,,"keenly,deeply,heartily",,[sound:しみじみ.wav]
"keenly,deeply,heartily",,しみじみ,,[sound:しみじみ.wav]
氏名,(しめい),"full name,identity",,[sound:氏名.wav]
"full name,identity",,氏名,(しめい),[sound:氏名.wav]
締切,(しめきり),"closing,cut-off,end,deadline,Closed,No Entrance",,[sound:締切.wav]
"closing,cut-off,end,deadline,Closed,No Entrance",,締切,(しめきり),[sound:締切.wav]
締め切る,(しめきる),to shut up,,[sound:締め切る.wav]
to shut up,,締め切る,(しめきる),[sound:締め切る.wav]
湿る,(しめる),"to be wet,to become wet,to be damp",,[sound:湿る.wav]
"to be wet,to become wet,to be damp",,湿る,(しめる),[sound:湿る.wav]
ジャーナリスト,,journalist,,[sound:ジャーナリスト.wav]
journalist,,ジャーナリスト,,[sound:ジャーナリスト.wav]
社会科学,(しゃかいかがく),social science,,[sound:社会科学.wav]
social science,,社会科学,(しゃかいかがく),[sound:社会科学.wav]
しゃがむ,,to squat,,[sound:しゃがむ.wav]
to squat,,しゃがむ,,[sound:しゃがむ.wav]
蛇口,(じゃぐち),"faucet,tap",,[sound:蛇口.wav]
"faucet,tap",,蛇口,(じゃぐち),[sound:蛇口.wav]
弱点,(じゃくてん),"weak point,weakness",,[sound:弱点.wav]
"weak point,weakness",,弱点,(じゃくてん),[sound:弱点.wav]
車庫,(しゃこ),"garage,car shed",,[sound:車庫.wav]
"garage,car shed",,車庫,(しゃこ),[sound:車庫.wav]
車掌,(しゃしょう),(train) conductor,,[sound:車掌.wav]
(train) conductor,,車掌,(しゃしょう),[sound:車掌.wav]
写生,(しゃせい),"sketching,drawing from nature",,[sound:写生.wav]
"sketching,drawing from nature",,写生,(しゃせい),[sound:写生.wav]
