ftitle,fsubtitle,btitle,bsubtitle,audio
細工,(さいく),"work, craftsmanship, tactics, trick",,[sound:細工.wav]
"work, craftsmanship, tactics, trick",,細工,(さいく),[sound:細工.wav]
採掘,(さいくつ),mining,,[sound:採掘.wav]
mining,,採掘,(さいくつ),[sound:採掘.wav]
採決,(さいけつ),"vote, roll call",,[sound:採決.wav]
"vote, roll call",,採決,(さいけつ),[sound:採決.wav]
再建,(さいけん),"rebuilding, reconstruction, rehabilitation",,[sound:再建.wav]
"rebuilding, reconstruction, rehabilitation",,再建,(さいけん),[sound:再建.wav]
再現,(さいげん),"reappearance, reproduction, return, revival",,[sound:再現.wav]
"reappearance, reproduction, return, revival",,再現,(さいげん),[sound:再現.wav]
採算,(さいさん),profit,,[sound:採算.wav]
profit,,採算,(さいさん),[sound:採算.wav]
採集,(さいしゅう),"collecting, gathering",,[sound:採集.wav]
"collecting, gathering",,採集,(さいしゅう),[sound:採集.wav]
再生,(さいせい),"playback, regeneration, resuscitation, return to life, rebirth, reincarnation, narrow escape, reclamation, r",,[sound:再生.wav]
"playback, regeneration, resuscitation, return to life, rebirth, reincarnation, narrow escape, reclamation, r",,再生,(さいせい),[sound:再生.wav]
最善,(さいぜん),the very best,,[sound:最善.wav]
the very best,,最善,(さいぜん),[sound:最善.wav]
採択,(さいたく),"adoption, selection, choice",,[sound:採択.wav]
"adoption, selection, choice",,採択,(さいたく),[sound:採択.wav]
再発,(さいはつ),"return, relapse, reoccurrence",,[sound:再発.wav]
"return, relapse, reoccurrence",,再発,(さいはつ),[sound:再発.wav]
栽培,(さいばい),cultivation,,[sound:栽培.wav]
cultivation,,栽培,(さいばい),[sound:栽培.wav]
細胞,(さいぼう),cell (biology),,[sound:細胞.wav]
cell (biology),,細胞,(さいぼう),[sound:細胞.wav]
採用,(さいよう),"use, adopt",,[sound:採用.wav]
"use, adopt",,採用,(さいよう),[sound:採用.wav]
遮る,(さえぎる),"to interrupt, to intercept, to obstruct",,[sound:遮る.wav]
"to interrupt, to intercept, to obstruct",,遮る,(さえぎる),[sound:遮る.wav]
囀る,(さえずる),"to sing, to chirp, to twitter",,[sound:囀る.wav]
"to sing, to chirp, to twitter",,囀る,(さえずる),[sound:囀る.wav]
冴える,(さえる),"to be clear, to be serene, to be cold, to be skillful",,[sound:冴える.wav]
"to be clear, to be serene, to be cold, to be skillful",,冴える,(さえる),[sound:冴える.wav]
竿,(さお),"rod, pole (e.g. for drying laundry)",,[sound:竿.wav]
"rod, pole (e.g. for drying laundry)",,竿,(さお),[sound:竿.wav]
栄える,(さかえる),"to prosper, to flourish",,[sound:栄える.wav]
"to prosper, to flourish",,栄える,(さかえる),[sound:栄える.wav]
杯,(さかずき),wine cups,,[sound:杯.wav]
wine cups,,杯,(さかずき),[sound:杯.wav]
逆立ち,(さかだち),"handstand, headstand",,[sound:逆立ち.wav]
"handstand, headstand",,逆立ち,(さかだち),[sound:逆立ち.wav]
逆上る,(さかのぼる),"to go back, to go upstream, to make retroactive",,[sound:逆上る.wav]
"to go back, to go upstream, to make retroactive",,逆上る,(さかのぼる),[sound:逆上る.wav]
盛る,(さかる),"to prosper, to flourish, to copulate (animals)",,[sound:盛る.wav]
"to prosper, to flourish, to copulate (animals)",,盛る,(さかる),[sound:盛る.wav]
差額,(さがく),"balance, difference, margin",,[sound:差額.wav]
"balance, difference, margin",,差額,(さがく),[sound:差額.wav]
下がる,(さがる),"to hang down, to abate, to retire, to fall, to step back",,[sound:下がる.wav]
"to hang down, to abate, to retire, to fall, to step back",,下がる,(さがる),[sound:下がる.wav]
一昨昨日,(さきおととい),two days before yesterday,,[sound:一昨昨日.wav]
two days before yesterday,,一昨昨日,(さきおととい),[sound:一昨昨日.wav]
先に,(さきに),"before, earlier than, ahead, beyond, away, previously, recently",,[sound:先に.wav]
"before, earlier than, ahead, beyond, away, previously, recently",,先に,(さきに),[sound:先に.wav]
詐欺,(さぎ),"fraud, swindle",,[sound:詐欺.wav]
"fraud, swindle",,詐欺,(さぎ),[sound:詐欺.wav]
作,(さく),"a work, a harvest",,[sound:作.wav]
"a work, a harvest",,作,(さく),[sound:作.wav]
策,(さく),"plan, policy",,[sound:策.wav]
"plan, policy",,策,(さく),[sound:策.wav]
柵,(さく),"fence, paling",,[sound:柵.wav]
"fence, paling",,柵,(さく),[sound:柵.wav]
削減,(さくげん),"cut, reduction, curtailment",,[sound:削減.wav]
"cut, reduction, curtailment",,削減,(さくげん),[sound:削減.wav]
錯誤,(さくご),mistake,,[sound:錯誤.wav]
mistake,,錯誤,(さくご),[sound:錯誤.wav]
作戦,(さくせん),"military or naval operations, tactics, strategy",,[sound:作戦.wav]
"military or naval operations, tactics, strategy",,作戦,(さくせん),[sound:作戦.wav]
作物,(さくぶつ),literary work,,[sound:作物.wav]
literary work,,作物,(さくぶつ),[sound:作物.wav]
叫び,(さけび),"shout, scream, outcry",,[sound:叫び.wav]
"shout, scream, outcry",,叫び,(さけび),[sound:叫び.wav]
裂ける,(さける),"to split, to tear, to burst",,[sound:裂ける.wav]
"to split, to tear, to burst",,裂ける,(さける),[sound:裂ける.wav]
捧げる,(ささげる),"to lift up, to give, to offer, to consecrate, to devote, to sacrifice, to dedicate",,[sound:捧げる.wav]
"to lift up, to give, to offer, to consecrate, to devote, to sacrifice, to dedicate",,捧げる,(ささげる),[sound:捧げる.wav]
差し掛かる,(さしかかる),"to come near to, to approach",,[sound:差し掛かる.wav]
"to come near to, to approach",,差し掛かる,(さしかかる),[sound:差し掛かる.wav]
指図,(さしず),"instruction, mandate",,[sound:指図.wav]
"instruction, mandate",,指図,(さしず),[sound:指図.wav]
差し出す,(さしだす),"to present, to submit, to tender, to hold out",,[sound:差し出す.wav]
"to present, to submit, to tender, to hold out",,差し出す,(さしだす),[sound:差し出す.wav]
差し支える,(さしつかえる),"to interfere, to hinder, to become impeded",,[sound:差し支える.wav]
"to interfere, to hinder, to become impeded",,差し支える,(さしつかえる),[sound:差し支える.wav]
差し引く,(さしひく),to deduct,,[sound:差し引く.wav]
to deduct,,差し引く,(さしひく),[sound:差し引く.wav]
些事,(さじ),"something small or petty, trifle",,[sound:些事.wav]
"something small or petty, trifle",,些事,(さじ),[sound:些事.wav]
授ける,(さずける),"to grant, to award, to teach",,[sound:授ける.wav]
"to grant, to award, to teach",,授ける,(さずける),[sound:授ける.wav]
嘸,(さぞ),"I am sure, certainly, no doubt",,[sound:嘸.wav]
"I am sure, certainly, no doubt",,嘸,(さぞ),[sound:嘸.wav]
定まる,(さだまる),"to become settled, to be fixed",,[sound:定まる.wav]
"to become settled, to be fixed",,定まる,(さだまる),[sound:定まる.wav]
定める,(さだめる),"to decide, to establish, to determine",,[sound:定める.wav]
"to decide, to establish, to determine",,定める,(さだめる),[sound:定める.wav]
錯覚,(さっかく),"optical illusion, hallucination",,[sound:錯覚.wav]
"optical illusion, hallucination",,錯覚,(さっかく),[sound:錯覚.wav]
早急,(さっきゅう),urgent,,[sound:早急.wav]
urgent,,早急,(さっきゅう),[sound:早急.wav]
察する,(さっする),"to guess, to sense, to presume, to judge, to sympathize with",,[sound:察する.wav]
"to guess, to sense, to presume, to judge, to sympathize with",,察する,(さっする),[sound:察する.wav]
颯っと,(さっと),"quickly, suddenly",,[sound:颯っと.wav]
"quickly, suddenly",,颯っと,(さっと),[sound:颯っと.wav]
冊,(さつ),counter for books,,[sound:冊.wav]
counter for books,,冊,(さつ),[sound:冊.wav]
殺人,(さつじん),murder,,[sound:殺人.wav]
murder,,殺人,(さつじん),[sound:殺人.wav]
偖,(さて),"well, now, then",,[sound:偖.wav]
"well, now, then",,偖,(さて),[sound:偖.wav]
悟る,(さとる),"to attain enlightenment, to perceive, to understand, to discern",,[sound:悟る.wav]
"to attain enlightenment, to perceive, to understand, to discern",,悟る,(さとる),[sound:悟る.wav]
真実,(しんじつ),"truth, reality",,[sound:真実.wav]
"truth, reality",,真実,(しんじつ),[sound:真実.wav]
裁く,(さばく),to judge,,[sound:裁く.wav]
to judge,,裁く,(さばく),[sound:裁く.wav]
錆び,(さび),rust (colour),,[sound:錆び.wav]
rust (colour),,錆び,(さび),[sound:錆び.wav]
左程,(さほど),"(not) very, (not) much",,[sound:左程.wav]
"(not) very, (not) much",,左程,(さほど),[sound:左程.wav]
様,(さま),"Mr. or Mrs., manner, kind, appearance",,[sound:様.wav]
"Mr. or Mrs., manner, kind, appearance",,様,(さま),[sound:様.wav]
三味線,(さみせん),"three-stringed Japanese guitar, shamisen",,[sound:三味線.wav]
"three-stringed Japanese guitar, shamisen",,三味線,(さみせん),[sound:三味線.wav]
侍,(さむらい),"Samurai, warrior",,[sound:侍.wav]
"Samurai, warrior",,侍,(さむらい),[sound:侍.wav]
然も,(さも),"with gusto, with satisfaction",,[sound:然も.wav]
"with gusto, with satisfaction",,然も,(さも),[sound:然も.wav]
作用,(さよう),"action, operation, effect, function",,[sound:作用.wav]
"action, operation, effect, function",,作用,(さよう),[sound:作用.wav]
左様なら,(さようなら),good-bye,,[sound:左様なら.wav]
good-bye,,左様なら,(さようなら),[sound:左様なら.wav]
拐う,(さらう),"to carry off, to run away with, to kidnap, to abduct",,[sound:拐う.wav]
"to carry off, to run away with, to kidnap, to abduct",,拐う,(さらう),[sound:拐う.wav]
爽やか,(さわやか),"fresh, refreshing, invigorating, clear, fluent, eloquent",,[sound:爽やか.wav]
"fresh, refreshing, invigorating, clear, fluent, eloquent",,爽やか,(さわやか),[sound:爽やか.wav]
障る,(さわる),"to hinder, to interfere with, to affect, to do one harm, to be harmful to",,[sound:障る.wav]
"to hinder, to interfere with, to affect, to do one harm, to be harmful to",,障る,(さわる),[sound:障る.wav]
酸,(さん),acid,,[sound:酸.wav]
acid,,酸,(さん),[sound:酸.wav]
さん,,Mr or Mrs,,[sound:さん.wav]
Mr or Mrs,,さん,,[sound:さん.wav]
酸化,(さんか),oxidation,,[sound:酸化.wav]
oxidation,,酸化,(さんか),[sound:酸化.wav]
山岳,(さんがく),mountains,,[sound:山岳.wav]
mountains,,山岳,(さんがく),[sound:山岳.wav]
産休,(さんきゅう),maternity leave,,[sound:産休.wav]
maternity leave,,産休,(さんきゅう),[sound:産休.wav]
桟橋,(さんきょう),"wharf, bridge, jetty, pier",,[sound:桟橋.wav]
"wharf, bridge, jetty, pier",,桟橋,(さんきょう),[sound:桟橋.wav]
参議院,(さんぎいん),House of Councillors,,[sound:参議院.wav]
House of Councillors,,参議院,(さんぎいん),[sound:参議院.wav]
産後,(さんご),"postpartum, after childbirth",,[sound:産後.wav]
"postpartum, after childbirth",,産後,(さんご),[sound:産後.wav]
産出,(さんしゅつ),"yield, produce",,[sound:産出.wav]
"yield, produce",,産出,(さんしゅつ),[sound:産出.wav]
参照,(さんしょう),"reference, consultation, consultation",,[sound:参照.wav]
"reference, consultation, consultation",,参照,(さんしょう),[sound:参照.wav]
参上,(さんじょう),"calling on, visiting",,[sound:参上.wav]
"calling on, visiting",,参上,(さんじょう),[sound:参上.wav]
賛美,(さんび),"praise, adoration, glorification",,[sound:賛美.wav]
"praise, adoration, glorification",,賛美,(さんび),[sound:賛美.wav]
産婦人科,(さんふじんか),maternity and gynecology department,,[sound:産婦人科.wav]
maternity and gynecology department,,産婦人科,(さんふじんか),[sound:産婦人科.wav]
産物,(さんぶつ),"product, result, fruit",,[sound:産物.wav]
"product, result, fruit",,産物,(さんぶつ),[sound:産物.wav]
山腹,(さんぷく),"hillside, mountainside",,[sound:山腹.wav]
"hillside, mountainside",,山腹,(さんぷく),[sound:山腹.wav]
山脈,(さんみゃく),mountain range,,[sound:山脈.wav]
mountain range,,山脈,(さんみゃく),[sound:山脈.wav]
財,(ざい),"fortune, riches",,[sound:財.wav]
"fortune, riches",,財,(ざい),[sound:財.wav]
財源,(ざいげん),"source of funds, resources, finances",,[sound:財源.wav]
"source of funds, resources, finances",,財源,(ざいげん),[sound:財源.wav]
在庫,(ざいこ),"stockpile, stock",,[sound:在庫.wav]
"stockpile, stock",,在庫,(ざいこ),[sound:在庫.wav]
財政,(ざいせい),"economy, financial affairs",,[sound:財政.wav]
"economy, financial affairs",,財政,(ざいせい),[sound:財政.wav]
座談会,(ざだんかい),"symposium, round-table discussion",,[sound:座談会.wav]
"symposium, round-table discussion",,座談会,(ざだんかい),[sound:座談会.wav]
雑貨,(ざっか),"miscellaneous goods, general goods, sundries",,[sound:雑貨.wav]
"miscellaneous goods, general goods, sundries",,雑貨,(ざっか),[sound:雑貨.wav]
雑,(ざつ),"rough, crude",,[sound:雑.wav]
"rough, crude",,雑,(ざつ),[sound:雑.wav]
雑談,(ざつだん),"chatting, idle talk",,[sound:雑談.wav]
"chatting, idle talk",,雑談,(ざつだん),[sound:雑談.wav]
雑木,(ざつぼく),"various kinds of small trees, assorted trees",,[sound:雑木.wav]
"various kinds of small trees, assorted trees",,雑木,(ざつぼく),[sound:雑木.wav]
座標,(ざひょう),coordinate(s),,[sound:座標.wav]
coordinate(s),,座標,(ざひょう),[sound:座標.wav]
残金,(ざんきん),remaining money,,[sound:残金.wav]
remaining money,,残金,(ざんきん),[sound:残金.wav]
残酷,(ざんこく),"cruelty, harshness",,[sound:残酷.wav]
"cruelty, harshness",,残酷,(ざんこく),[sound:残酷.wav]
残高,(ざんだか),"(bank) balance, remainder",,[sound:残高.wav]
"(bank) balance, remainder",,残高,(ざんだか),[sound:残高.wav]
死,(し),"death, decease",,[sound:死.wav]
"death, decease",,死,(し),[sound:死.wav]
秭,(し),"10^24 (kanji is JIS X 0212 kuten 4906), septillion (American), quadrillion (British)",,[sound:秭.wav]
"10^24 (kanji is JIS X 0212 kuten 4906), septillion (American), quadrillion (British)",,秭,(し),[sound:秭.wav]
次,(じ),"order, sequence, times, next, below",,[sound:次.wav]
"order, sequence, times, next, below",,次,(じ),[sound:次.wav]
仕上がり,(しあがり),"finish, end, completion",,[sound:仕上がり.wav]
"finish, end, completion",,仕上がり,(しあがり),[sound:仕上がり.wav]
